indice,r,lower_bound_ci,upper_bound_ci,p_boot,p_perm,habitat,r_threshold
LEQt,-0.1528482096526724,-0.24,-0.07,0.0,0.0,Plantations,0.17423397073802033
BGNt,-0.14381189948338263,-0.22,-0.05,0.0,0.001,Plantations,0.17423397073802033
SNRt,0.09573492280485106,0.01,0.17,0.016,0.023,Plantations,0.17423397073802033
M,-0.14381189948338263,-0.22,-0.05,0.0,0.001,Plantations,0.17423397073802033
Ht,-0.12220719438632158,-0.19,-0.04,0.0020000000000000018,0.004,Plantations,0.17423397073802033
ACTtFraction,0.08149382098490973,0.0,0.16,0.034,0.062,Plantations,0.17423397073802033
ACTtCount,0.08149382098490973,0.0,0.16,0.034,0.062,Plantations,0.17423397073802033
ACTtMean,0.07669614943044112,-0.01,0.16,0.064,0.056,Plantations,0.17423397073802033
EVNtFraction,0.10557568783108934,0.03,0.18,0.014,0.013,Plantations,0.17423397073802033
EVNtMean,0.14472660568789492,0.06,0.23,0.004,0.0,Plantations,0.17423397073802033
EVNtCount,0.06414296604385296,-0.02,0.14,0.094,0.126,Plantations,0.17423397073802033
MEANf,-0.055147505110206586,-0.14,0.03,0.17199999999999993,0.196,Plantations,0.17423397073802033
VARf,-0.16213883986494523,-0.25,-0.08,0.0,0.0,Plantations,0.17423397073802033
SKEWf,-0.1341279301961526,-0.21,-0.06,0.0040000000000000036,0.003,Plantations,0.17423397073802033
KURTf,-0.14150050707663567,-0.22,-0.07,0.0,0.002,Plantations,0.17423397073802033
NP,0.33130573572695554,0.25,0.4,0.0,0.0,Plantations,0.17423397073802033
LEQf,-0.14555829866344205,-0.23,-0.06,0.0,0.0,Plantations,0.17423397073802033
BGNf,-0.19666420183751643,-0.27,-0.11,0.0,0.0,Plantations,0.17423397073802033
SNRf,0.19014178261760473,0.11,0.26,0.0,0.0,Plantations,0.17423397073802033
Hf,0.18516081548750246,0.1,0.26,0.0,0.0,Plantations,0.17423397073802033
H,0.16578783363585722,0.08,0.24,0.0,0.0,Plantations,0.17423397073802033
EAS,0.41525679214911676,0.34,0.49,0.0,0.0,Plantations,0.17423397073802033
ECU,0.22175812383698515,0.14,0.31,0.0,0.0,Plantations,0.17423397073802033
ECV,0.21306877651984107,0.13,0.3,0.0,0.0,Plantations,0.17423397073802033
EPS,0.364820256112171,0.29,0.44,0.0,0.0,Plantations,0.17423397073802033
EPS_KURT,-0.1788740415667939,-0.26,-0.09,0.0,0.0,Plantations,0.17423397073802033
EPS_SKEW,-0.1744479080180351,-0.25,-0.08,0.0,0.0,Plantations,0.17423397073802033
ACI,0.16215254442251364,0.08,0.24,0.0,0.001,Plantations,0.17423397073802033
NDSI,0.38639455536417366,0.32,0.45,0.0,0.0,Plantations,0.17423397073802033
rBA,0.38639455536417366,0.32,0.45,0.0,0.0,Plantations,0.17423397073802033
AnthroEnergy,-0.2882816542755365,-0.37,-0.2,0.0,0.0,Plantations,0.17423397073802033
BioEnergy,0.11526863170765878,0.04,0.19,0.0,0.008,Plantations,0.17423397073802033
BIO,0.3001573660455695,0.23,0.37,0.0,0.0,Plantations,0.17423397073802033
ROU,-0.14051575238799902,-0.22,-0.05,0.0,0.0,Plantations,0.17423397073802033
ADI,-0.0146748402442684,-0.09,0.08,0.6679999999999999,0.733,Plantations,0.17423397073802033
AEI,0.013056679177562595,-0.08,0.09,0.692,0.761,Plantations,0.17423397073802033
LFC,0.23728713748791286,0.15,0.31,0.0,0.0,Plantations,0.17423397073802033
MFC,0.5884424921423567,0.52,0.64,0.0,0.0,Plantations,0.17423397073802033
HFC,0.030542439906764907,-0.05,0.11,0.44,0.48,Plantations,0.17423397073802033
ACTspFract,0.48708295242965666,0.42,0.54,0.0,0.0,Plantations,0.17423397073802033
ACTspCount,0.48708295242965666,0.42,0.54,0.0,0.0,Plantations,0.17423397073802033
ACTspMean,0.42878428683375674,0.36,0.5,0.0,0.0,Plantations,0.17423397073802033
EVNspFract,0.46370042823854424,0.39,0.52,0.0,0.0,Plantations,0.17423397073802033
EVNspMean,0.2849977133727605,0.2,0.36,0.0,0.0,Plantations,0.17423397073802033
EVNspCount,0.4779826301336367,0.4,0.54,0.0,0.0,Plantations,0.17423397073802033
TFSD,0.48713814677815864,0.42,0.55,0.0,0.0,Plantations,0.17423397073802033
H_Havrda,0.17591700004388336,0.09,0.25,0.0,0.0,Plantations,0.17423397073802033
H_Renyi,0.17591700004388336,0.09,0.25,0.0,0.0,Plantations,0.17423397073802033
H_pairedShannon,0.18417781498223454,0.1,0.26,0.0,0.0,Plantations,0.17423397073802033
H_gamma,0.2887352568583079,0.2,0.36,0.0,0.0,Plantations,0.17423397073802033
H_GiniSimpson,0.17005678504567787,0.09,0.24,0.0,0.0,Plantations,0.17423397073802033
RAOQ,0.27382224967624375,0.19,0.35,0.0,0.0,Plantations,0.17423397073802033
AGI,0.47987546217663085,0.4,0.54,0.0,0.0,Plantations,0.17423397073802033
nROI,0.4978197734533789,0.44,0.56,0.0,0.0,Plantations,0.17423397073802033
aROI,0.4803468528476004,0.41,0.54,0.0,0.0,Plantations,0.17423397073802033
ZCR,-0.13974583017343453,-0.27,0.02,0.052000000000000046,0.057,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
MEANt,0.07411183999417592,-0.06,0.21,0.312,0.307,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
VARt,0.014819005774042432,-0.13,0.14,0.808,0.847,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
SKEWt,-0.11312205315204939,-0.24,0.02,0.1160000000000001,0.12,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
KURTt,-0.003209243564679184,-0.15,0.13,0.974,0.967,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
LEQt,0.014819005774042432,-0.13,0.14,0.808,0.847,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
BGNt,0.03932121895120278,-0.12,0.17,0.586,0.588,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
SNRt,0.013605242623859943,-0.12,0.14,0.768,0.873,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
M,0.03932121895120278,-0.12,0.17,0.586,0.588,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
Ht,-0.03153094410640271,-0.16,0.12,0.5720000000000001,0.686,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
ACTtFraction,0.01484928982945128,-0.12,0.14,0.782,0.847,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
ACTtCount,0.01484928982945128,-0.12,0.14,0.782,0.847,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
ACTtMean,-0.002805776589549271,-0.14,0.13,0.99,0.975,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
EVNtFraction,0.016800278302635807,-0.12,0.14,0.764,0.83,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
EVNtMean,-0.024709009996589853,-0.15,0.13,0.714,0.757,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
EVNtCount,0.10048325913407123,-0.03,0.23,0.132,0.168,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
MEANf,0.08908887033347757,-0.07,0.23,0.204,0.219,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
VARf,0.0473468495314953,-0.1,0.17,0.476,0.516,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
SKEWf,-0.08846349652202619,-0.23,0.04,0.21599999999999997,0.244,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
KURTf,-0.11009100750138592,-0.25,0.02,0.12200000000000011,0.125,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
NP,0.2191177184722842,0.07,0.36,0.0,0.002,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
LEQf,0.05469667292844521,-0.1,0.18,0.432,0.451,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
BGNf,0.04787808104874969,-0.11,0.18,0.5,0.528,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
SNRf,0.018248475062646694,-0.13,0.14,0.72,0.805,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
Hf,0.019922863009435837,-0.11,0.16,0.776,0.79,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
H,0.0013549765914779583,-0.13,0.14,0.986,0.989,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
EAS,0.24110009655086148,0.1,0.37,0.0,0.003,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
ECU,0.08317639803542795,-0.07,0.23,0.278,0.236,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
ECV,0.033681086861365866,-0.11,0.2,0.662,0.62,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
EPS,0.17614359466734184,0.04,0.31,0.004,0.009,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
EPS_KURT,-0.21065683216491313,-0.34,-0.07,0.0020000000000000018,0.002,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
EPS_SKEW,-0.18841907738566943,-0.31,-0.05,0.0040000000000000036,0.006,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
ACI,0.25425311994009664,0.11,0.38,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
NDSI,0.02649096914207154,-0.1,0.17,0.738,0.725,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
rBA,0.02649096914207154,-0.1,0.17,0.738,0.725,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
AnthroEnergy,0.043325628679367165,-0.1,0.17,0.532,0.556,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
BioEnergy,0.15736725031223348,-0.01,0.3,0.044,0.026,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
BIO,0.18418771748399446,0.04,0.31,0.008,0.013,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
ROU,0.07751777370923092,-0.07,0.21,0.256,0.304,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
ADI,-0.007260724439942062,-0.13,0.14,0.8700000000000001,0.923,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
AEI,0.0073094766994369256,-0.14,0.13,0.878,0.921,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
LFC,0.14900713865377432,0.01,0.28,0.032,0.046,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
MFC,0.25316806432075534,0.11,0.38,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
HFC,0.04118728704017223,-0.11,0.18,0.52,0.579,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
ACTspFract,0.18089617260299862,0.03,0.31,0.006,0.017,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
ACTspCount,0.18089617260299862,0.03,0.31,0.006,0.017,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
ACTspMean,0.2743020663792605,0.13,0.41,0.0,0.001,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
EVNspFract,0.23966106433956474,0.1,0.37,0.0,0.002,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
EVNspMean,0.2158682805936745,0.07,0.35,0.0,0.005,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
EVNspCount,0.24014832936708552,0.1,0.37,0.0,0.001,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
TFSD,0.2808802591862745,0.15,0.4,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
H_Havrda,0.08815753406588601,-0.04,0.23,0.226,0.239,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
H_Renyi,0.08815753406588601,-0.04,0.23,0.226,0.239,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
H_pairedShannon,0.02176704330825881,-0.11,0.16,0.754,0.772,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
H_gamma,-0.038542863911681324,-0.17,0.1,0.536,0.606,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
H_GiniSimpson,0.07113458994019642,-0.06,0.21,0.33,0.335,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
RAOQ,-0.0579395387410519,-0.19,0.08,0.3979999999999999,0.431,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
AGI,0.2644961377712073,0.12,0.4,0.0,0.001,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
nROI,0.3601954000393753,0.23,0.48,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
aROI,0.35856965143823594,0.22,0.48,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.28887058640624313
ZCR,0.16176299354781043,0.09,0.24,0.0,0.0,Shrubland - Temperate,0.1583986582176696
MEANt,0.007991125153828599,-0.06,0.08,0.826,0.84,Shrubland - Temperate,0.1583986582176696
VARt,-0.042609778010653625,-0.13,0.04,0.31200000000000006,0.28,Shrubland - Temperate,0.1583986582176696
SKEWt,0.04390374526731041,-0.03,0.13,0.284,0.239,Shrubland - Temperate,0.1583986582176696
KURTt,0.024958006068836334,-0.06,0.11,0.558,0.543,Shrubland - Temperate,0.1583986582176696
LEQt,-0.04262659845953434,-0.13,0.04,0.31200000000000006,0.28,Shrubland - Temperate,0.1583986582176696
BGNt,-0.012554091400802322,-0.09,0.07,0.764,0.764,Shrubland - Temperate,0.1583986582176696
SNRt,-0.011674844384371094,-0.09,0.07,0.79,0.774,Shrubland - Temperate,0.1583986582176696
M,-0.012554091400802322,-0.09,0.07,0.764,0.764,Shrubland - Temperate,0.1583986582176696
Ht,0.002607435593341941,-0.08,0.09,0.954,0.952,Shrubland - Temperate,0.1583986582176696
ACTtFraction,-0.009069847360932986,-0.1,0.07,0.8280000000000001,0.817,Shrubland - Temperate,0.1583986582176696
ACTtCount,-0.009180259219506869,-0.1,0.07,0.8260000000000001,0.814,Shrubland - Temperate,0.1583986582176696
ACTtMean,-0.005994320965656186,-0.09,0.08,0.9039999999999999,0.884,Shrubland - Temperate,0.1583986582176696
EVNtFraction,-0.0008170409660410178,-0.09,0.08,0.99,0.984,Shrubland - Temperate,0.1583986582176696
EVNtMean,0.03581456476283733,-0.05,0.12,0.38,0.352,Shrubland - Temperate,0.1583986582176696
EVNtCount,0.03940862043964431,-0.05,0.12,0.374,0.325,Shrubland - Temperate,0.1583986582176696
MEANf,0.08575017774871087,0.0,0.17,0.04,0.023,Shrubland - Temperate,0.1583986582176696
VARf,-0.03298074629994072,-0.12,0.05,0.46399999999999997,0.412,Shrubland - Temperate,0.1583986582176696
SKEWf,-0.28754872489209743,-0.35,-0.21,0.0,0.0,Shrubland - Temperate,0.1583986582176696
KURTf,-0.28708827021969624,-0.36,-0.21,0.0,0.0,Shrubland - Temperate,0.1583986582176696
NP,0.3442033446770059,0.26,0.43,0.0,0.0,Shrubland - Temperate,0.1583986582176696
LEQf,-0.014755216978359064,-0.1,0.07,0.73,0.703,Shrubland - Temperate,0.1583986582176696
BGNf,-0.08359517539716035,-0.16,0.01,0.052000000000000046,0.03,Shrubland - Temperate,0.1583986582176696
SNRf,0.12368196792703982,0.04,0.2,0.002,0.002,Shrubland - Temperate,0.1583986582176696
Hf,0.2688752436891926,0.2,0.33,0.0,0.0,Shrubland - Temperate,0.1583986582176696
H,0.2682285976976118,0.2,0.34,0.0,0.0,Shrubland - Temperate,0.1583986582176696
EAS,0.3883178036876307,0.31,0.46,0.0,0.0,Shrubland - Temperate,0.1583986582176696
ECU,0.20373944687128878,0.13,0.29,0.0,0.0,Shrubland - Temperate,0.1583986582176696
ECV,0.1664602573689984,0.08,0.25,0.0,0.0,Shrubland - Temperate,0.1583986582176696
EPS,0.5618652405543683,0.49,0.62,0.0,0.0,Shrubland - Temperate,0.1583986582176696
EPS_KURT,-0.16141236290113037,-0.24,-0.08,0.0,0.0,Shrubland - Temperate,0.1583986582176696
EPS_SKEW,-0.11032845502207349,-0.2,-0.02,0.008000000000000007,0.001,Shrubland - Temperate,0.1583986582176696
ACI,0.3587734628163198,0.28,0.43,0.0,0.0,Shrubland - Temperate,0.1583986582176696
NDSI,0.36967587617350206,0.3,0.43,0.0,0.0,Shrubland - Temperate,0.1583986582176696
rBA,0.36967587617350206,0.3,0.43,0.0,0.0,Shrubland - Temperate,0.1583986582176696
AnthroEnergy,-0.04720006213993362,-0.13,0.04,0.264,0.227,Shrubland - Temperate,0.1583986582176696
BioEnergy,0.31213770422721754,0.24,0.39,0.0,0.0,Shrubland - Temperate,0.1583986582176696
BIO,0.4447503892195892,0.37,0.51,0.0,0.0,Shrubland - Temperate,0.1583986582176696
ROU,-0.016689896004972053,-0.1,0.07,0.712,0.671,Shrubland - Temperate,0.1583986582176696
ADI,0.05363611428562381,-0.03,0.14,0.23,0.177,Shrubland - Temperate,0.1583986582176696
AEI,-0.07187295955395855,-0.16,0.01,0.1060000000000001,0.07,Shrubland - Temperate,0.1583986582176696
LFC,0.2270854037717066,0.15,0.31,0.0,0.0,Shrubland - Temperate,0.1583986582176696
MFC,0.35070895127287194,0.28,0.42,0.0,0.0,Shrubland - Temperate,0.1583986582176696
HFC,-0.2946519876016617,-0.37,-0.23,0.0,0.0,Shrubland - Temperate,0.1583986582176696
ACTspFract,0.29120658501616303,0.22,0.37,0.0,0.0,Shrubland - Temperate,0.1583986582176696
ACTspCount,0.29102232015502577,0.22,0.37,0.0,0.0,Shrubland - Temperate,0.1583986582176696
ACTspMean,0.3852308625241893,0.31,0.46,0.0,0.0,Shrubland - Temperate,0.1583986582176696
EVNspFract,0.3499031965136533,0.28,0.42,0.0,0.0,Shrubland - Temperate,0.1583986582176696
EVNspMean,0.2489065469968064,0.17,0.33,0.0,0.0,Shrubland - Temperate,0.1583986582176696
EVNspCount,0.32158520927695705,0.25,0.4,0.0,0.0,Shrubland - Temperate,0.1583986582176696
TFSD,0.4740265646619686,0.41,0.54,0.0,0.0,Shrubland - Temperate,0.1583986582176696
H_Havrda,0.2866306189554418,0.22,0.35,0.0,0.0,Shrubland - Temperate,0.1583986582176696
H_Renyi,0.2866306189554418,0.22,0.35,0.0,0.0,Shrubland - Temperate,0.1583986582176696
H_pairedShannon,0.26960861116782503,0.2,0.34,0.0,0.0,Shrubland - Temperate,0.1583986582176696
H_gamma,0.2083302425713985,0.14,0.28,0.0,0.0,Shrubland - Temperate,0.1583986582176696
H_GiniSimpson,0.27703078770768846,0.2,0.34,0.0,0.0,Shrubland - Temperate,0.1583986582176696
RAOQ,0.20982525716412948,0.14,0.28,0.0,0.0,Shrubland - Temperate,0.1583986582176696
AGI,0.37265727004335863,0.3,0.44,0.0,0.0,Shrubland - Temperate,0.1583986582176696
nROI,0.555084312635042,0.48,0.61,0.0,0.0,Shrubland - Temperate,0.1583986582176696
aROI,0.4924202575466911,0.42,0.56,0.0,0.0,Shrubland - Temperate,0.1583986582176696
